,model,RMSE_train,RMSE_test,AIC
4294,"(5, 1, 7),(2, 1, 2, 12)",30.06,102.03,2652.4792276533412
4061,"(5, 1, 3),(3, 1, 2, 12)",29.91,102.04,2642.4010609930574
789,"(1, 1, 6),(4, 1, 7, 12)",30.25,102.06,2668.9978315227627
1569,"(2, 1, 5),(4, 0, 6, 12)",28.14,102.06,2776.858397280492
3657,"(5, 0, 4),(1, 1, 5, 12)",29.78,102.09,2662.924837974966
1503,"(2, 1, 4),(4, 0, 7, 12)",30.3,102.09,2792.0829443403068
3378,"(4, 1, 6),(4, 1, 6, 12)",28.36,102.1,2638.1482374475686
1982,"(3, 0, 5),(1, 1, 5, 12)",29.5,102.11,2657.6974244112102
1382,"(2, 1, 2),(2, 1, 5, 12)",29.42,102.11,2634.2300705715334
2795,"(4, 0, 4),(1, 1, 5, 12)",29.79,102.12,2660.913684065542
3695,"(5, 0, 4),(4, 1, 7, 12)",27.55,102.13,2639.677216854813
2705,"(4, 0, 2),(4, 0, 7, 12)",29.63,102.13,2797.499683661769
1957,"(3, 0, 4),(4, 1, 6, 12)",28.49,102.14,2647.591342678162
2820,"(4, 0, 4),(4, 1, 1, 12)",28.57,102.16,2637.6779817033976
2548,"(3, 1, 7),(1, 1, 3, 12)",30.21,102.17,2650.163546189785
2551,"(3, 1, 7),(1, 1, 6, 12)",28.62,102.18,2631.6267330811743
3626,"(5, 0, 3),(4, 1, 1, 12)",29.71,102.18,2658.7309291169286
2114,"(3, 0, 6),(1, 1, 3, 12)",29.49,102.2,2654.114140715176
2048,"(3, 0, 6),(1, 1, 3, 12)",29.49,102.2,2654.114140715176
1576,"(2, 1, 5),(4, 1, 6, 12)",28.33,102.2,2629.303751584136
1836,"(3, 0, 2),(4, 1, 7, 12)",28.13,102.2,2641.8280018420355
2297,"(3, 1, 3),(1, 0, 6, 12)",29.41,102.21,2794.158047419251
768,"(1, 1, 6),(2, 1, 5, 12)",29.95,102.22,2650.132519904925
1112,"(2, 0, 5),(1, 1, 5, 12)",29.79,102.23,2658.9861002218136
2651,"(4, 0, 1),(4, 1, 7, 12)",28.09,102.24,2639.8623127919645
2673,"(4, 0, 2),(1, 1, 3, 12)",29.23,102.24,2642.8723243427357
2773,"(4, 0, 3),(4, 1, 7, 12)",27.97,102.25,2640.3680905757583
2385,"(3, 1, 4),(3, 1, 1, 12)",30.09,102.25,2641.9620445149712
1178,"(2, 0, 6),(1, 1, 5, 12)",29.29,102.26,2652.1405219022836
1051,"(2, 0, 4),(1, 1, 5, 12)",29.78,102.27,2656.8689995787217
198,"(1, 0, 4),(1, 1, 5, 12)",29.83,102.28,2655.827465521501
4244,"(5, 1, 6),(2, 1, 4, 12)",29.19,102.29,2645.009971037568
3466,"(5, 0, 1),(1, 1, 5, 12)",29.78,102.29,2656.5462903427324
4269,"(5, 1, 6),(4, 1, 7, 12)",29.0,102.3,2653.076876897234
2735,"(4, 0, 3),(1, 1, 5, 12)",29.74,102.31,2658.0186111243024
2924,"(4, 0, 6),(2, 1, 2, 12)",28.92,102.32,2645.1703836661472
327,"(1, 0, 6),(1, 1, 5, 12)",29.77,102.33,2658.36421762754
4160,"(5, 1, 5),(1, 1, 3, 12)",30.33,102.35,2656.1294685012367
4295,"(5, 1, 7),(2, 1, 3, 12)",28.86,102.36,2636.0134684967143
465,"(1, 1, 1),(2, 1, 5, 12)",29.46,102.36,2630.7927354577823
2914,"(4, 0, 6),(1, 1, 5, 12)",29.77,102.37,2664.3720642138596
1829,"(3, 0, 2),(4, 0, 7, 12)",29.67,102.37,2796.3480351820367
2395,"(3, 1, 4),(4, 0, 4, 12)",32.13,102.37,2878.040081934068
796,"(1, 1, 6),(5, 1, 4, 12)",29.82,102.39,2649.5988017377954
3595,"(5, 0, 3),(1, 1, 5, 12)",29.86,102.39,2670.322585920012
264,"(1, 0, 5),(1, 1, 5, 12)",29.77,102.39,2656.468040318171
3764,"(5, 0, 5),(4, 1, 7, 12)",27.5,102.4,2642.1491468304425
1186,"(2, 0, 6),(2, 0, 7, 12)",28.23,102.4,2787.2729648269215
3686,"(5, 0, 4),(4, 0, 5, 12)",30.44,102.4,2893.0755559735435
1080,"(2, 0, 4),(4, 0, 7, 12)",29.61,102.41,2796.898398066441
2049,"(3, 0, 6),(1, 1, 4, 12)",29.49,102.41,2655.7194131790106
2115,"(3, 0, 6),(1, 1, 4, 12)",29.49,102.41,2655.7194131790106
298,"(1, 0, 5),(4, 0, 7, 12)",29.49,102.45,2795.1588301422735
305,"(1, 0, 5),(4, 1, 7, 12)",28.25,102.45,2643.9920508351524
1860,"(3, 0, 3),(1, 1, 5, 12)",29.85,102.46,2657.5421595593625
1242,"(2, 0, 7),(1, 1, 5, 12)",29.59,102.47,2659.2754937868785
391,"(1, 0, 7),(1, 1, 5, 12)",29.76,102.47,2660.2297162865993
3158,"(4, 1, 3),(1, 1, 3, 12)",30.23,102.5,2644.195516445129
367,"(1, 0, 6),(4, 1, 7, 12)",28.42,102.5,2647.337462984902
1217,"(2, 0, 6),(4, 1, 7, 12)",28.32,102.5,2648.3655329192347
2481,"(3, 1, 5),(5, 1, 5, 12)",28.97,102.51,2648.568955022917
4227,"(5, 1, 6),(1, 1, 1, 12)",30.36,102.51,2651.3813522337596
2955,"(4, 0, 6),(4, 1, 7, 12)",28.32,102.52,2652.0574466868434
2296,"(3, 1, 3),(1, 0, 5, 12)",29.15,102.52,2776.5642042303675
4048,"(5, 1, 3),(2, 1, 1, 12)",30.02,102.52,2640.2452511743636
990,"(2, 0, 3),(1, 1, 5, 12)",29.84,102.54,2655.791874757264
2734,"(4, 0, 3),(1, 1, 4, 12)",29.79,102.55,2657.0601540461107
3354,"(4, 1, 6),(2, 1, 4, 12)",29.16,102.56,2640.7663035413625
360,"(1, 0, 6),(4, 0, 7, 12)",29.41,102.57,2796.19288859671
2805,"(4, 0, 4),(2, 1, 4, 12)",27.96,102.59,2631.7185895475473
1773,"(3, 0, 1),(4, 1, 7, 12)",28.1,102.61,2637.882509963349
2826,"(4, 0, 4),(4, 1, 7, 12)",27.44,102.62,2633.543718641856
692,"(1, 1, 5),(1, 1, 4, 12)",30.84,102.63,2654.889554216551
3839,"(5, 0, 6),(5, 1, 4, 12)",27.84,102.63,2644.5459952389892
1859,"(3, 0, 3),(1, 1, 4, 12)",29.85,102.63,2655.5051797999026
2794,"(4, 0, 4),(1, 1, 4, 12)",29.71,102.64,2657.238117235971
4035,"(5, 1, 3),(1, 1, 2, 12)",29.71,102.64,2640.0818313833183
4209,"(5, 1, 5),(5, 0, 4, 12)",28.5,102.65,2776.8504689558367
2599,"(3, 1, 7),(5, 1, 5, 12)",28.22,102.66,2630.322580936844
1795,"(3, 0, 2),(1, 1, 4, 12)",29.88,102.66,2654.3126248396725
3950,"(5, 1, 1),(4, 1, 7, 12)",29.47,102.67,2645.2274075828977
238,"(1, 0, 4),(4, 1, 7, 12)",28.45,102.69,2644.2709422042644
1210,"(2, 0, 6),(4, 0, 7, 12)",29.42,102.69,2797.251865037193
3762,"(5, 0, 5),(4, 1, 5, 12)",27.53,102.69,2638.7649795651837
1364,"(2, 1, 2),(1, 0, 6, 12)",29.14,102.72,2792.0854436378654
3136,"(4, 1, 2),(4, 1, 6, 12)",28.62,102.72,2632.2636044594137
3507,"(5, 0, 1),(4, 1, 7, 12)",28.17,102.75,2642.412220289412
1241,"(2, 0, 7),(1, 1, 4, 12)",29.6,102.76,2657.5841037338178
1809,"(3, 0, 2),(2, 1, 5, 12)",28.4,102.76,2634.896867303545
2529,"(3, 1, 6),(4, 1, 7, 12)",29.41,102.76,2651.5342975602484
1087,"(2, 0, 4),(4, 1, 7, 12)",28.16,102.84,2642.638209584086
3836,"(5, 0, 6),(5, 1, 1, 12)",28.65,102.84,2648.026731081267
1021,"(2, 0, 3),(4, 0, 7, 12)",29.6,102.86,2794.6618752483387
4070,"(5, 1, 3),(4, 0, 6, 12)",33.32,102.89,2907.797830638929
2644,"(4, 0, 1),(4, 0, 7, 12)",29.64,102.9,2796.143946651454
2500,"(3, 1, 6),(2, 1, 1, 12)",30.03,102.92,2642.58407867515
3831,"(5, 0, 6),(4, 1, 7, 12)",27.77,102.92,2651.6309563768336
2342,"(3, 1, 3),(4, 1, 7, 12)",28.91,102.93,2637.6194973714732
2843,"(4, 0, 5),(1, 0, 7, 12)",27.49,102.94,2778.7747615480894
4312,"(5, 1, 7),(4, 0, 6, 12)",33.73,102.94,2956.2266668432394
3312,"(4, 1, 5),(4, 0, 7, 12)",28.14,102.95,2767.336587761145
2612,"(4, 0, 1),(1, 1, 4, 12)",29.89,102.95,2654.2786539918247
263,"(1, 0, 5),(1, 1, 4, 12)",29.79,102.96,2654.5328564618794
89,"(1, 0, 2),(2, 1, 5, 12)",28.38,102.97,2631.099444936712
3451,"(4, 1, 7),(5, 1, 4, 12)",29.19,102.98,2649.4170936845558
2765,"(4, 0, 3),(4, 0, 6, 12)",29.38,102.98,2792.934922639917
1050,"(2, 0, 4),(1, 1, 4, 12)",29.81,102.98,2654.91508994837
3399,"(4, 1, 7),(1, 1, 4, 12)",30.59,102.98,2660.62269980818
1145,"(2, 0, 5),(4, 0, 7, 12)",29.2,102.99,2792.0045192084203
1992,"(3, 0, 5),(2, 1, 1, 12)",28.95,103.0,2639.919419668926
2279,"(3, 1, 2),(4, 1, 7, 12)",28.9,103.0,2637.2728096078276
3632,"(5, 0, 3),(4, 1, 7, 12)",28.3,103.01,2652.925677849321
390,"(1, 0, 7),(1, 1, 4, 12)",29.78,103.06,2658.2890198560226
1111,"(2, 0, 5),(1, 1, 4, 12)",29.44,103.15,2650.6445879135517
2272,"(3, 1, 2),(4, 0, 7, 12)",30.32,103.18,2789.9213760398266
3656,"(5, 0, 4),(1, 1, 4, 12)",29.77,103.19,2659.9973067516967
2537,"(3, 1, 6),(5, 1, 5, 12)",28.32,103.19,2630.3399247868633
2686,"(4, 0, 2),(2, 1, 4, 12)",27.91,103.2,2626.8437029769157
1746,"(3, 0, 1),(2, 1, 5, 12)",28.4,103.21,2632.8679157236506
2584,"(3, 1, 7),(4, 1, 3, 12)",29.14,103.22,2640.1229655137467
24,"(1, 0, 1),(2, 1, 5, 12)",28.41,103.23,2628.813613894744
3854,"(5, 0, 7),(1, 1, 5, 12)",29.22,103.24,2661.709866893339
882,"(2, 0, 1),(2, 1, 5, 12)",28.41,103.25,2630.8116686159806
942,"(2, 0, 2),(2, 1, 5, 12)",28.41,103.25,2632.8567507029493
1968,"(3, 0, 4),(5, 1, 5, 12)",27.82,103.28,2639.5156708780396
691,"(1, 1, 5),(1, 1, 3, 12)",30.77,103.28,2651.5084933929375
2806,"(4, 0, 4),(2, 1, 5, 12)",27.97,103.3,2632.516098240329
1920,"(3, 0, 4),(1, 1, 3, 12)",29.32,103.3,2646.8207896395083
676,"(1, 1, 4),(5, 1, 2, 12)",29.13,103.33,2629.710649216474
731,"(1, 1, 5),(4, 1, 7, 12)",29.58,103.34,2649.023575727084
2422,"(3, 1, 5),(1, 0, 6, 12)",29.26,103.36,2792.816511999521
1063,"(2, 0, 4),(2, 1, 5, 12)",28.23,103.36,2634.267077337766
113,"(1, 0, 2),(4, 1, 7, 12)",28.35,103.36,2638.8179504080704
959,"(2, 0, 2),(4, 0, 6, 12)",33.47,103.37,2875.1516107821903
3355,"(4, 1, 6),(2, 1, 5, 12)",29.48,103.37,2644.423301142976
908,"(2, 0, 1),(4, 1, 7, 12)",28.3,103.39,2638.367379986181
4005,"(5, 1, 2),(4, 0, 4, 12)",33.15,103.39,2988.722623760234
1454,"(2, 1, 3),(4, 1, 7, 12)",28.86,103.39,2637.1006481463146
1995,"(3, 0, 5),(2, 1, 4, 12)",27.86,103.41,2630.0684583663688
431,"(1, 0, 7),(4, 1, 7, 12)",28.28,103.41,2647.4100335299845
2473,"(3, 1, 5),(5, 0, 4, 12)",29.0,103.42,2781.8812779282216
634,"(1, 1, 4),(1, 1, 3, 12)",30.84,103.44,2650.559693436843
1765,"(3, 0, 1),(4, 0, 6, 12)",29.62,103.44,2790.7136999496597
1953,"(3, 0, 4),(4, 1, 2, 12)",28.64,103.46,2642.786394574612
453,"(1, 1, 1),(1, 1, 4, 12)",31.15,103.48,2652.8811724477496
2687,"(4, 0, 2),(2, 1, 5, 12)",28.01,103.5,2628.6976337378946
148,"(1, 0, 3),(2, 1, 5, 12)",28.4,103.5,2632.697831609793
326,"(1, 0, 6),(1, 1, 4, 12)",29.79,103.52,2656.3789459925665
1152,"(2, 0, 5),(4, 1, 7, 12)",27.73,103.54,2639.33801127404
1707,"(2, 1, 7),(4, 1, 6, 12)",28.56,103.56,2636.5505918434174
2126,"(3, 0, 6),(2, 1, 2, 12)",28.98,103.56,2644.3743767529677
2060,"(3, 0, 6),(2, 1, 2, 12)",28.98,103.56,2644.3743767529677
4062,"(5, 1, 3),(3, 1, 3, 12)",28.84,103.58,2629.124086343025
1001,"(2, 0, 3),(2, 1, 5, 12)",28.39,103.58,2634.3357091611833
3949,"(5, 1, 1),(4, 1, 6, 12)",28.88,103.58,2635.6132860391594
1643,"(2, 1, 6),(4, 1, 6, 12)",28.58,103.58,2635.3702950621882
3328,"(4, 1, 5),(5, 1, 3, 12)",29.88,103.58,2657.157900617876
3318,"(4, 1, 5),(4, 1, 6, 12)",29.06,103.6,2643.844847237109
706,"(1, 1, 5),(2, 1, 4, 12)",29.46,103.61,2636.4181817069443
794,"(1, 1, 6),(5, 1, 2, 12)",29.13,103.62,2633.588286850533
210,"(1, 0, 4),(2, 1, 5, 12)",28.39,103.62,2634.586323754157
340,"(1, 0, 6),(2, 1, 5, 12)",28.29,103.62,2637.275835756972
2156,"(3, 0, 6),(4, 1, 7, 12)",28.41,103.64,2652.233467528491
2090,"(3, 0, 6),(4, 1, 7, 12)",28.41,103.64,2652.233467528491
671,"(1, 1, 4),(4, 1, 7, 12)",29.15,103.64,2638.5458547573653
740,"(1, 1, 5),(5, 1, 2, 12)",29.17,103.65,2631.8449672473353
175,"(1, 0, 3),(4, 1, 7, 12)",28.43,103.65,2642.040308696112
755,"(1, 1, 6),(1, 1, 3, 12)",30.74,103.66,2653.2052603700286
3273,"(4, 1, 5),(1, 0, 6, 12)",28.83,103.67,2780.984090120505
2287,"(3, 1, 2),(5, 1, 2, 12)",29.16,103.68,2630.214895579569
3386,"(4, 1, 6),(5, 1, 2, 12)",29.29,103.68,2642.758074943465
4013,"(5, 1, 2),(4, 1, 7, 12)",29.18,103.68,2649.6199894116744
3292,"(4, 1, 5),(2, 1, 4, 12)",29.43,103.71,2643.144050297125
1356,"(2, 1, 1),(5, 1, 5, 12)",29.0,103.72,2631.7518268133135
3570,"(5, 0, 2),(4, 1, 7, 12)",27.77,103.72,2639.738265007181
3137,"(4, 1, 2),(4, 1, 7, 12)",29.0,103.72,2639.5550912991557
2024,"(3, 0, 5),(4, 1, 7, 12)",27.58,103.72,2636.694533538075
3506,"(5, 0, 1),(4, 1, 6, 12)",28.28,103.72,2641.3834246123743
1177,"(2, 0, 6),(1, 1, 4, 12)",29.49,103.73,2653.049547717441
574,"(1, 1, 3),(1, 1, 4, 12)",30.88,103.73,2651.9540163998927
2733,"(4, 0, 3),(1, 1, 3, 12)",29.7,103.74,2652.8381350997824
1933,"(3, 0, 4),(2, 1, 4, 12)",28.66,103.75,2642.337173415084
3143,"(4, 1, 2),(5, 1, 2, 12)",29.16,103.75,2632.224259934579
2830,"(4, 0, 4),(5, 1, 1, 12)",28.39,103.76,2638.0702741467894
1981,"(3, 0, 5),(1, 1, 4, 12)",29.43,103.76,2652.3404693424272
809,"(1, 1, 7),(1, 1, 4, 12)",30.68,103.77,2657.165078033275
277,"(1, 0, 5),(2, 1, 5, 12)",28.3,103.77,2634.7920821843163
2208,"(3, 1, 1),(4, 0, 7, 12)",31.43,103.78,2857.4225436650613
552,"(1, 1, 2),(4, 1, 6, 12)",29.02,103.8,2632.155763105139
2335,"(3, 1, 3),(4, 0, 7, 12)",30.36,103.83,2791.431603867707
2772,"(4, 0, 3),(4, 1, 6, 12)",28.27,103.83,2644.0358784616146
713,"(1, 1, 5),(3, 1, 1, 12)",30.7,103.85,2649.978414263974
2626,"(4, 0, 1),(2, 1, 5, 12)",28.37,103.85,2633.709150757273
3278,"(4, 1, 5),(1, 1, 4, 12)",30.36,103.85,2652.7863401959034
2936,"(4, 0, 6),(3, 1, 2, 12)",28.85,103.85,2645.8132839339614
645,"(1, 1, 4),(2, 1, 4, 12)",29.51,103.86,2634.520116203105
3480,"(5, 0, 1),(2, 1, 5, 12)",28.32,103.86,2634.6848646265653
4204,"(5, 1, 5),(4, 1, 6, 12)",29.08,103.86,2657.0511859120124
62,"(1, 0, 1),(5, 1, 5, 12)",27.6,103.87,2623.5037864800006
655,"(1, 1, 4),(3, 1, 1, 12)",30.78,103.89,2648.990984629798
820,"(1, 1, 7),(2, 1, 4, 12)",29.58,103.89,2643.7797226567136
657,"(1, 1, 4),(3, 1, 3, 12)",29.5,103.9,2634.417461375304
112,"(1, 0, 2),(4, 1, 6, 12)",28.37,103.9,2637.499378483621
2748,"(4, 0, 3),(2, 1, 5, 12)",28.0,103.9,2630.8811901422846
2912,"(4, 0, 6),(1, 1, 3, 12)",29.69,103.91,2657.961790275467
1125,"(2, 0, 5),(2, 1, 5, 12)",28.14,103.92,2633.3132550498376
2301,"(3, 1, 3),(1, 1, 3, 12)",30.62,103.92,2649.4503215589116
2528,"(3, 1, 6),(4, 1, 6, 12)",28.73,103.93,2637.8370062239155
4217,"(5, 1, 5),(5, 1, 5, 12)",28.57,103.94,2647.515072314755
2525,"(3, 1, 6),(4, 1, 3, 12)",29.45,103.95,2643.543201489059
2238,"(3, 1, 2),(1, 1, 3, 12)",30.84,103.96,2650.4625029610406
2981,"(4, 0, 7),(1, 1, 5, 12)",29.13,103.96,2657.514881792653
1529,"(2, 1, 5),(1, 0, 6, 12)",28.62,103.96,2769.986267315908
1201,"(2, 0, 6),(3, 1, 3, 12)",28.3,103.97,2638.4494294129568
3001,"(4, 0, 7),(3, 1, 1, 12)",29.33,104.0,2654.604037557582
715,"(1, 1, 5),(3, 1, 3, 12)",29.47,104.01,2635.834199618518
767,"(1, 1, 6),(2, 1, 4, 12)",29.63,104.02,2640.778656828245
2063,"(3, 0, 6),(2, 1, 5, 12)",28.29,104.02,2640.071620734907
3812,"(5, 0, 6),(3, 1, 1, 12)",29.36,104.02,2654.9475484941304
2129,"(3, 0, 6),(2, 1, 5, 12)",28.29,104.02,2640.071620734907
404,"(1, 0, 7),(2, 1, 5, 12)",28.27,104.05,2638.2420549753133
756,"(1, 1, 6),(1, 1, 4, 12)",30.8,104.05,2655.8186761888396
2524,"(3, 1, 6),(4, 1, 2, 12)",29.31,104.05,2640.4768892804614
3563,"(5, 0, 2),(4, 0, 7, 12)",29.65,104.06,2800.0842875766407
1086,"(2, 0, 4),(4, 1, 6, 12)",28.33,104.06,2642.4487772447865
304,"(1, 0, 5),(4, 1, 6, 12)",28.35,104.06,2642.4655307433677
2937,"(4, 0, 6),(3, 1, 3, 12)",28.26,104.07,2640.7057813787037
4302,"(5, 1, 7),(3, 1, 1, 12)",30.45,104.09,2658.3935160119454
1772,"(3, 0, 1),(4, 1, 6, 12)",28.34,104.09,2639.077682714011
2111,"(3, 0, 6),(1, 0, 7, 12)",27.61,104.1,2778.809560049348
2535,"(3, 1, 6),(5, 1, 3, 12)",29.38,104.1,2645.0554650425433
3581,"(5, 0, 2),(5, 1, 5, 12)",27.43,104.1,2630.827914197236
2045,"(3, 0, 6),(1, 0, 7, 12)",27.61,104.1,2778.809560049348
2006,"(3, 0, 5),(3, 1, 3, 12)",27.84,104.16,2629.908330899446
3720,"(5, 0, 5),(1, 1, 4, 12)",29.62,104.16,2658.940772460678
1941,"(3, 0, 4),(3, 1, 1, 12)",29.5,104.17,2649.5706174453817
4012,"(5, 1, 2),(4, 1, 6, 12)",28.84,104.18,2637.1310560975176
1794,"(3, 0, 2),(1, 1, 3, 12)",29.84,104.19,2650.7494766181812
3098,"(4, 1, 2),(1, 1, 3, 12)",30.81,104.19,2651.9566183548177
2278,"(3, 1, 2),(4, 1, 6, 12)",29.31,104.19,2640.374622080838
1191,"(2, 0, 6),(2, 1, 5, 12)",28.3,104.19,2638.0238591812326
3630,"(5, 0, 3),(4, 1, 5, 12)",28.31,104.2,2654.2601257555816
3289,"(4, 1, 5),(2, 1, 1, 12)",30.49,104.2,2651.2094850488907
568,"(1, 1, 3),(1, 0, 5, 12)",29.26,104.2,2769.5723277436937
1151,"(2, 0, 5),(4, 1, 6, 12)",28.35,104.2,2644.4756192296372
773,"(1, 1, 6),(3, 1, 1, 12)",30.7,104.2,2651.982982330033
670,"(1, 1, 4),(4, 1, 6, 12)",29.42,104.21,2641.6680826071024
4293,"(5, 1, 7),(2, 1, 1, 12)",30.0,104.21,2649.5820588406887
134,"(1, 0, 3),(1, 1, 3, 12)",29.85,104.22,2648.886914344842
927,"(2, 0, 2),(1, 1, 3, 12)",29.84,104.22,2648.734055666939
74,"(1, 0, 2),(1, 1, 3, 12)",29.86,104.23,2647.0442663629424
2685,"(4, 0, 2),(2, 1, 3, 12)",27.9,104.23,2625.215501925064
2745,"(4, 0, 3),(2, 1, 2, 12)",29.35,104.23,2647.2000394403854
1028,"(2, 0, 3),(4, 1, 7, 12)",28.49,104.24,2645.3484881416016
3631,"(5, 0, 3),(4, 1, 6, 12)",28.43,104.24,2648.600328019018
3550,"(5, 0, 2),(3, 0, 5, 12)",30.12,104.26,2854.5416151228446
250,"(1, 0, 4),(5, 1, 5, 12)",27.89,104.26,2635.960469308431
3676,"(5, 0, 4),(3, 1, 1, 12)",29.24,104.26,2650.1427591348456
2954,"(4, 0, 6),(4, 1, 6, 12)",28.35,104.26,2650.7144869803933
2756,"(4, 0, 3),(3, 1, 3, 12)",28.19,104.27,2634.394260124044
866,"(2, 0, 1),(1, 1, 3, 12)",29.84,104.27,2646.970316340922
9,"(1, 0, 1),(1, 1, 3, 12)",29.87,104.29,2645.194504202931
2451,"(3, 1, 5),(3, 1, 1, 12)",30.92,104.29,2660.3992553034723
620,"(1, 1, 3),(5, 1, 2, 12)",29.44,104.29,2634.2402515623044
441,"(1, 0, 7),(5, 1, 5, 12)",27.71,104.3,2638.5085935810644
3721,"(5, 0, 5),(1, 1, 5, 12)",29.77,104.33,2663.418590985998
3551,"(5, 0, 2),(3, 1, 1, 12)",29.26,104.33,2646.029617281397
2899,"(4, 0, 5),(5, 1, 3, 12)",28.47,104.34,2671.4537666173637
3530,"(5, 0, 2),(1, 1, 3, 12)",29.63,104.34,2650.881171591037
3996,"(5, 1, 2),(3, 1, 2, 12)",30.58,104.34,2651.466662421898
775,"(1, 1, 6),(3, 1, 3, 12)",29.44,104.34,2637.664912851581
2744,"(4, 0, 3),(2, 1, 1, 12)",29.28,104.34,2643.231338196957
1453,"(2, 1, 3),(4, 1, 6, 12)",28.8,104.36,2632.4667001845346
2611,"(4, 0, 1),(1, 1, 3, 12)",29.85,104.36,2650.6670736248734
2341,"(3, 1, 3),(4, 1, 6, 12)",28.63,104.36,2630.839072539547
3803,"(5, 0, 6),(2, 1, 4, 12)",28.39,104.37,2645.7016350188997
4031,"(5, 1, 3),(1, 0, 5, 12)",29.17,104.38,2778.599505185004
1858,"(3, 0, 3),(1, 1, 3, 12)",29.8,104.38,2651.7662438589514
3569,"(5, 0, 2),(4, 1, 6, 12)",28.2,104.38,2642.31152918675
643,"(1, 1, 4),(2, 1, 2, 12)",30.62,104.39,2646.309691777286
1731,"(3, 0, 1),(1, 1, 3, 12)",29.78,104.4,2647.738832144065
3814,"(5, 0, 6),(3, 1, 3, 12)",28.19,104.41,2642.0379221631656
1049,"(2, 0, 4),(1, 1, 3, 12)",29.75,104.42,2651.0839230587526
1216,"(2, 0, 6),(4, 1, 6, 12)",28.36,104.43,2646.5658104070562
3194,"(4, 1, 3),(4, 1, 6, 12)",29.2,104.44,2641.381379135871
988,"(2, 0, 3),(1, 1, 3, 12)",29.77,104.44,2649.631370378891
196,"(1, 0, 4),(1, 1, 3, 12)",29.78,104.45,2649.6450952748055
2671,"(4, 0, 2),(1, 1, 1, 12)",29.56,104.45,2643.9459292445863
1934,"(3, 0, 4),(2, 1, 5, 12)",28.29,104.45,2637.8939468878043
3464,"(5, 0, 1),(1, 1, 3, 12)",29.75,104.45,2650.9732867606626
1931,"(3, 0, 4),(2, 1, 2, 12)",29.23,104.45,2645.1830875671244
573,"(1, 1, 3),(1, 1, 3, 12)",30.86,104.46,2648.844353402499
3541,"(5, 0, 2),(2, 1, 1, 12)",29.42,104.47,2645.78438223206
2089,"(3, 0, 6),(4, 1, 6, 12)",28.34,104.47,2647.910770254896
2155,"(3, 0, 6),(4, 1, 6, 12)",28.34,104.47,2647.910770254896
2582,"(3, 1, 7),(4, 1, 1, 12)",29.47,104.47,2639.179871432313
2239,"(3, 1, 2),(1, 1, 4, 12)",30.85,104.48,2652.339521761048
1421,"(2, 1, 3),(1, 1, 3, 12)",30.81,104.48,2649.8331923111887
1835,"(3, 0, 2),(4, 1, 6, 12)",28.39,104.48,2641.866957574952
1534,"(2, 1, 5),(1, 1, 4, 12)",30.47,104.49,2650.4909717642677
2967,"(4, 0, 6),(5, 1, 5, 12)",27.57,104.49,2639.889694872166
325,"(1, 0, 6),(1, 1, 3, 12)",29.74,104.5,2652.7900304942123
3315,"(4, 1, 5),(4, 1, 3, 12)",29.63,104.5,2652.136935521852
174,"(1, 0, 3),(4, 1, 6, 12)",28.43,104.5,2640.089784512351
3437,"(4, 1, 7),(4, 1, 2, 12)",29.75,104.51,2651.2042807055795
3094,"(4, 1, 2),(1, 0, 6, 12)",29.27,104.53,2787.8949713499605
3974,"(5, 1, 2),(1, 1, 3, 12)",30.81,104.53,2653.867512523269
511,"(1, 1, 2),(1, 1, 3, 12)",30.83,104.53,2646.2782919284277
135,"(1, 0, 3),(1, 1, 4, 12)",29.9,104.53,2651.5810151663272
1518,"(2, 1, 4),(5, 1, 2, 12)",29.39,104.53,2637.823677649567
262,"(1, 0, 5),(1, 1, 3, 12)",29.74,104.54,2650.8600233363377
2251,"(3, 1, 2),(2, 1, 4, 12)",29.49,104.54,2634.1951475365436
3691,"(5, 0, 4),(4, 1, 3, 12)",28.29,104.54,2642.5551528259157
2179,"(3, 1, 1),(1, 1, 3, 12)",30.82,104.54,2648.089991532106
3195,"(4, 1, 3),(4, 1, 7, 12)",29.32,104.55,2645.2527037734044
3914,"(5, 1, 1),(1, 1, 3, 12)",30.75,104.55,2650.6827549704394
3214,"(4, 1, 4),(1, 1, 3, 12)",30.47,104.55,2650.1759927729363
1240,"(2, 0, 7),(1, 1, 3, 12)",29.56,104.56,2653.7540134499445
2793,"(4, 0, 4),(1, 1, 3, 12)",29.63,104.56,2652.905103978994
3111,"(4, 1, 2),(2, 1, 4, 12)",29.48,104.56,2636.0103623743466
3041,"(4, 1, 1),(1, 1, 3, 12)",30.82,104.57,2649.9569887767584
2503,"(3, 1, 6),(2, 1, 4, 12)",29.26,104.57,2638.8745829758473
3553,"(5, 0, 2),(3, 1, 3, 12)",28.34,104.58,2636.4193384460086
558,"(1, 1, 2),(5, 1, 2, 12)",29.2,104.59,2627.22273294563
389,"(1, 0, 7),(1, 1, 3, 12)",29.73,104.6,2654.5900054537215
611,"(1, 1, 3),(4, 1, 6, 12)",29.73,104.61,2644.7918612878148
1732,"(3, 0, 1),(1, 1, 4, 12)",29.8,104.61,2650.961589192042
2747,"(4, 0, 3),(2, 1, 4, 12)",28.36,104.61,2637.3030284854235
1459,"(2, 1, 3),(5, 1, 2, 12)",29.19,104.62,2630.522078410677
3542,"(5, 0, 2),(2, 1, 2, 12)",29.45,104.62,2648.1872017781143
